,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
285610,3/2/2017 15:31,3/2/2017 15:37,389,Financial Pl & Congress Pkwy,Michigan Ave & Jackson Blvd,Subscriber,Male,1955
1136311,6/6/2017 8:47,6/6/2017 8:58,648,Larrabee St & Division St,Green St & Randolph St,Subscriber,Female,1989
1413835,6/22/2017 19:15,6/22/2017 19:28,753,Broadway & Wilson Ave,Broadway & Belmont Ave,Subscriber,Male,1993
1315007,6/16/2017 20:51,6/16/2017 20:57,345,Racine Ave (May St) & Fulton St,Eckhart Park,Subscriber,Female,1975
1238107,6/11/2017 21:33,6/11/2017 21:41,486,Wells St & Concord Ln,Lakeview Ave & Fullerton Pkwy,Customer,,
450663,4/4/2017 7:42,4/4/2017 7:50,474,Federal St & Polk St,Clinton St & Jackson Blvd,Subscriber,Male,1983
531112,4/14/2017 8:11,4/14/2017 8:20,520,Clark St & Chicago Ave,Michigan Ave & Lake St,Subscriber,Male,1994
1252233,6/12/2017 18:44,6/12/2017 18:55,636,Kingsbury St & Erie St,Wabash Ave & Wacker Pl,Subscriber,Male,1989
654255,4/24/2017 23:45,4/24/2017 23:55,560,Kingsbury St & Erie St,Franklin St & Quincy St,Subscriber,Male,1980
516622,4/12/2017 9:20,4/12/2017 9:26,369,Clinton St & Madison St,Dearborn St & Adams St,Subscriber,Male,1979
791770,5/11/2017 18:18,5/11/2017 18:37,1141,Michigan Ave & Washington St,Franklin St & Quincy St,Customer,,
1294033,6/15/2017 17:20,6/15/2017 17:36,973,St. Clair St & Erie St,Morgan St & Lake St,Subscriber,Male,1986
547927,4/15/2017 14:21,4/15/2017 16:53,9125,Avers Ave & Belmont Ave,Avers Ave & Belmont Ave,Customer,,
448915,4/3/2017 18:00,4/3/2017 18:10,640,Columbus Dr & Randolph St,Indiana Ave & Roosevelt Rd,Subscriber,Male,1987
1304007,6/16/2017 10:46,6/16/2017 11:13,1671,Clark St & Wellington Ave,Marshfield Ave & Cortland St,Subscriber,Female,1985
813986,5/13/2017 13:55,5/13/2017 14:09,817,Sheffield Ave & Willow St,Lake Shore Dr & North Blvd,Customer,,
1442764,6/24/2017 14:33,6/24/2017 14:39,345,Columbus Dr & Randolph St,Michigan Ave & Washington St,Customer,,
1085551,6/3/2017 11:50,6/3/2017 12:08,1071,Eastlake Ter & Rogers Ave,Chicago Ave & Sheridan Rd,Subscriber,Female,1975
1127480,6/5/2017 17:14,6/5/2017 17:43,1738,St. Clair St & Erie St,Broadway & Belmont Ave,Subscriber,Male,1986
424921,3/30/2017 16:54,3/30/2017 16:58,237,Franklin St & Jackson Blvd,Federal St & Polk St,Subscriber,Male,1984
884965,5/18/2017 13:20,5/18/2017 13:24,235,Green St & Randolph St,Clinton St & Washington Blvd,Subscriber,Male,1976
1153309,6/7/2017 9:16,6/7/2017 9:35,1182,Clark St & Bryn Mawr Ave,Clark St & Wrightwood Ave,Subscriber,Male,1973
1275932,6/14/2017 9:19,6/14/2017 9:32,773,State St & Pearson St,Clinton St & Madison St,Subscriber,Male,1996
483212,4/8/2017 17:45,4/8/2017 18:08,1357,Clark St & Winnemac Ave,Pine Grove Ave & Irving Park Rd,Customer,,
523310,4/12/2017 21:11,4/12/2017 21:24,778,Financial Pl & Congress Pkwy,Racine Ave & 18th St,Subscriber,Male,1988
838590,5/15/2017 11:59,5/15/2017 12:04,288,Broadway & Cornelia Ave,Broadway & Belmont Ave,Subscriber,Male,1993
1522831,6/29/2017 8:27,6/29/2017 8:30,202,Daley Center Plaza,State St & Kinzie St,Subscriber,Male,1982
157461,2/11/2017 14:17,2/11/2017 14:34,1035,Troy St & Elston Ave,Elston Ave & Wabansia Ave,Subscriber,Male,1982
804183,5/12/2017 17:23,5/12/2017 17:33,607,Halsted St & 21st St,Halsted St & 35th St (*),Subscriber,Male,1979
421058,3/29/2017 16:09,3/29/2017 16:27,1050,Dusable Harbor,Shedd Aquarium,Customer,,
1194609,6/9/2017 15:56,6/9/2017 16:29,1941,Lake Shore Dr & North Blvd,Streeter Dr & Grand Ave,Customer,,
11504,1/5/2017 2:00,1/5/2017 2:17,1030,Larrabee St & Oak St,Franklin St & Jackson Blvd,Subscriber,Male,1958
1282947,6/14/2017 22:42,6/14/2017 22:53,678,Franklin St & Monroe St,Dearborn Pkwy & Delaware Pl,Subscriber,Male,1990
328228,3/9/2017 18:54,3/9/2017 19:03,495,Dearborn St & Erie St,Wells St & Concord Ln,Subscriber,Male,1987
1248697,6/12/2017 16:58,6/12/2017 17:09,660,Southport Ave & Wellington Ave,Sheffield Ave & Willow St,Subscriber,Female,1984
424757,3/30/2017 16:32,3/30/2017 16:37,330,Ellis Ave & 58th St,Ellis Ave & 55th St,Subscriber,Female,1973
117274,2/1/2017 23:05,2/1/2017 23:19,811,Michigan Ave & Congress Pkwy,McClurg Ct & Illinois St,Subscriber,Male,1993
60384,1/20/2017 16:57,1/20/2017 17:04,453,Clinton St & Jackson Blvd,Loomis St & Jackson Blvd,Subscriber,Female,1983
1268368,6/13/2017 18:25,6/13/2017 18:38,760,Ogden Ave & Roosevelt Rd,Western Ave & Congress Pkwy,Subscriber,Male,1994
1394468,6/21/2017 18:04,6/21/2017 18:27,1378,Larrabee St & Kingsbury St,Halsted St & Roscoe St,Subscriber,Male,1989
1442224,6/24/2017 14:14,6/24/2017 14:24,600,Lake Shore Dr & Belmont Ave,Theater on the Lake,Subscriber,Male,1982
667579,4/25/2017 20:29,4/25/2017 20:52,1344,Clark St & Elm St,Broadway & Belmont Ave,Subscriber,Female,1992
633630,4/23/2017 12:54,4/23/2017 12:59,308,Clark St & Leland Ave,Clark St & Berwyn Ave,Subscriber,Male,1986
1394859,6/21/2017 18:16,6/21/2017 18:34,1070,Adler Planetarium,Lake Shore Dr & Monroe St,Customer,,
657637,4/25/2017 9:22,4/25/2017 9:41,1100,Halsted St & Polk St,Wolcott Ave & Polk St,Subscriber,Female,1952
533823,4/14/2017 13:04,4/14/2017 13:12,502,Calumet Ave & 18th St,Burnham Harbor,Subscriber,Female,1985
738153,5/5/2017 16:23,5/5/2017 16:45,1311,Clark St & North Ave,Sheffield Ave & Waveland Ave,Subscriber,Male,1961
424066,3/30/2017 9:35,3/30/2017 9:47,747,Larrabee St & Kingsbury St,Franklin St & Jackson Blvd,Subscriber,Male,1975
897882,5/19/2017 16:44,5/19/2017 16:48,281,Sheridan Rd & Irving Park Rd,Pine Grove Ave & Waveland Ave,Subscriber,Male,1974
450118,4/4/2017 6:43,4/4/2017 6:50,428,Clark St & Congress Pkwy,Michigan Ave & Lake St,Subscriber,Male,1960
24432,1/10/2017 9:20,1/10/2017 9:26,358,Canal St & Madison St,LaSalle St & Jackson Blvd,Subscriber,Female,1959
1508651,6/28/2017 8:00,6/28/2017 8:06,376,Clark St & Grace St,Ashland Ave & Belle Plaine Ave,Subscriber,Female,1991
1506685,6/28/2017 6:01,6/28/2017 6:30,1755,Southport Ave & Wellington Ave,Dearborn St & Adams St,Subscriber,Male,1974
1005669,5/29/2017 14:02,5/29/2017 14:44,2536,Shore Dr & 55th St,Field Blvd & South Water St,Customer,,
548680,4/15/2017 14:47,4/15/2017 15:16,1751,Streeter Dr & Grand Ave,Cityfront Plaza Dr & Pioneer Ct,Customer,,
975697,5/27/2017 14:48,5/27/2017 15:53,3940,State St & Harrison St,Theater on the Lake,Customer,,
147996,2/9/2017 12:20,2/9/2017 12:30,604,Morgan St & Polk St,Wolcott Ave & Polk St,Subscriber,Female,1980
1498133,6/27/2017 16:45,6/27/2017 16:47,123,Lake Shore Dr & Monroe St,Lake Shore Dr & Monroe St,Customer,,
758929,5/8/2017 8:39,5/8/2017 8:48,523,Franklin St & Lake St,Ogden Ave & Chicago Ave,Subscriber,Male,1986
111037,1/31/2017 18:24,1/31/2017 18:42,1121,Ashland Ave & Grand Ave,Damen Ave & Charleston St,Subscriber,Male,1986
1158900,6/7/2017 16:41,6/7/2017 16:48,458,Dearborn St & Adams St,Millennium Park,Subscriber,Male,1985
667044,4/25/2017 19:40,4/25/2017 19:44,246,Paulina St & 18th St,Ashland Ave & 13th St,Subscriber,Male,1986
1047914,6/1/2017 7:43,6/1/2017 7:59,997,Financial Pl & Congress Pkwy,Western Ave & Congress Pkwy,Subscriber,Female,1983
555395,4/15/2017 19:13,4/15/2017 21:27,8071,Millennium Park,Michigan Ave & Pearson St,Customer,,
286772,3/2/2017 17:42,3/2/2017 17:45,196,Clark St & Lunt Ave,Clark St & Touhy Ave,Subscriber,Male,1949
1173587,6/8/2017 14:00,6/8/2017 14:13,764,Rush St & Hubbard St,Sedgwick St & Huron St,Subscriber,Female,1986
642814,4/24/2017 7:15,4/24/2017 7:42,1597,Lake Shore Dr & Wellington Ave,Kimball Ave & Belmont Ave,Subscriber,Male,1983
1396036,6/21/2017 19:00,6/21/2017 19:05,341,Logan Blvd & Elston Ave,Stave St & Armitage Ave,Subscriber,Male,1987
10319,1/4/2017 16:46,1/4/2017 16:55,529,Michigan Ave & Lake St,Clinton St & Madison St,Subscriber,Male,1970
536342,4/14/2017 16:25,4/14/2017 16:45,1223,Shedd Aquarium,Streeter Dr & Grand Ave,Customer,,
139364,2/7/2017 16:56,2/7/2017 17:02,358,Ogden Ave & Chicago Ave,Ashland Ave & Augusta Blvd,Subscriber,Male,1992
327575,3/9/2017 17:41,3/9/2017 17:55,826,Clark St & Lake St,Buckingham Fountain,Subscriber,Male,1992
1260937,6/13/2017 12:05,6/13/2017 12:17,751,Daley Center Plaza,Ritchie Ct & Banks St,Subscriber,Male,1975
1366753,6/20/2017 8:28,6/20/2017 8:35,426,Ada St & Washington Blvd,Peoria St & Jackson Blvd,Subscriber,Male,1969
108301,1/31/2017 9:14,1/31/2017 9:27,809,Fairbanks Ct & Grand Ave,Franklin St & Quincy St,Subscriber,Male,1986
296044,3/4/2017 19:55,3/4/2017 20:15,1178,Dayton St & North Ave,Albany Ave & Bloomingdale Ave,Subscriber,Male,1976
1214947,6/10/2017 16:33,6/10/2017 16:54,1262,Lake Shore Dr & Monroe St,Michigan Ave & Oak St,Subscriber,Male,1991
843174,5/15/2017 17:02,5/15/2017 17:25,1363,Columbus Dr & Randolph St,State St & Randolph St,Subscriber,Male,1991
741776,5/6/2017 0:11,5/6/2017 0:21,650,Wells St & Huron St,Fairbanks Ct & Grand Ave,Customer,,
1182195,6/8/2017 19:52,6/8/2017 19:57,326,Ravenswood Ave & Lawrence Ave,Clark St & Winnemac Ave,Subscriber,Male,1967
1324722,6/17/2017 14:44,6/17/2017 15:03,1140,Eckhart Park,Halsted St & Dickens Ave,Subscriber,Female,1985
1064830,6/2/2017 8:07,6/2/2017 8:14,425,Racine Ave & 18th St,Halsted St & Archer Ave,Subscriber,Male,1984
592837,4/19/2017 6:59,4/19/2017 7:08,524,Field Blvd & South Water St,Wacker Dr & Washington St,Subscriber,Male,1989
218625,2/19/2017 16:39,2/19/2017 17:04,1524,Calumet Ave & 35th St,Burnham Harbor,Customer,,
1216873,6/10/2017 17:57,6/10/2017 18:01,244,Streeter Dr & Grand Ave,Streeter Dr & Grand Ave,Customer,,
1453804,6/25/2017 1:45,6/25/2017 1:54,574,Broadway & Cornelia Ave,Sheridan Rd & Buena Ave,Subscriber,Female,1990
1059150,6/1/2017 18:27,6/1/2017 18:50,1366,St. Clair St & Erie St,Indiana Ave & Roosevelt Rd,Subscriber,Male,1969
531415,4/14/2017 8:33,4/14/2017 8:39,399,State St & Pearson St,Clark St & Randolph St,Subscriber,Male,1974
256360,2/24/2017 9:02,2/24/2017 9:18,983,Peoria St & Jackson Blvd,Franklin St & Monroe St,Subscriber,Male,1961
706201,5/1/2017 18:18,5/1/2017 18:29,641,Orleans St & Merchandise Mart Plaza,Fairbanks Ct & Grand Ave,Subscriber,Male,1989
1423444,6/23/2017 14:48,6/23/2017 15:33,2743,Millennium Park,Theater on the Lake,Customer,,
711398,5/2/2017 17:02,5/2/2017 17:19,1036,Franklin St & Lake St,Wells St & Concord Ln,Subscriber,Female,1985
378423,3/22/2017 6:44,3/22/2017 6:53,560,LaSalle St & Jackson Blvd,Dearborn St & Erie St,Subscriber,Male,1968
1007095,5/29/2017 14:51,5/29/2017 14:56,264,Wells St & Evergreen Ave,Orleans St & Chestnut St (NEXT Apts),Subscriber,Male,1988
1491751,6/27/2017 9:12,6/27/2017 9:17,274,Clinton St & Madison St,Clinton St & Tilden St,Subscriber,Male,1967
1218125,6/10/2017 18:56,6/10/2017 21:13,8213,Eastlake Ter & Rogers Ave,Eastlake Ter & Rogers Ave,Customer,,
1263964,6/13/2017 16:00,6/13/2017 16:23,1385,Larrabee St & Webster Ave,Canal St & Adams St,Customer,,
52767,1/18/2017 21:21,1/18/2017 21:27,368,Franklin St & Lake St,Desplaines St & Jackson Blvd,Subscriber,Male,1964
1085192,6/3/2017 11:36,6/3/2017 11:59,1366,Michigan Ave & 14th St,Clark St & Randolph St,Subscriber,Female,1991
264294,2/26/2017 16:42,2/26/2017 16:54,699,Broadway & Thorndale Ave,Broadway & Wilson Ave,Subscriber,Male,1983
957881,5/25/2017 20:44,5/25/2017 20:59,914,Clark St & Congress Pkwy,Racine Ave & 15th St,Subscriber,Male,1975
1214388,6/10/2017 16:11,6/10/2017 16:25,845,Larrabee St & Menomonee St,Sheffield Ave & Kingsbury St,Customer,,
715243,5/3/2017 7:36,5/3/2017 7:40,250,Canal St & Madison St,Franklin St & Jackson Blvd,Subscriber,Male,1960
779088,5/10/2017 12:03,5/10/2017 12:44,2430,Clinton St & Madison St,Sangamon St & Washington Blvd (*),Subscriber,Female,1965
1435468,6/24/2017 9:29,6/24/2017 11:10,6037,Dayton St & North Ave,Dayton St & North Ave,Customer,,
802488,5/12/2017 16:23,5/12/2017 16:31,488,Clifton Ave & Lawrence Ave,Clarendon Ave & Junior Ter,Subscriber,Male,1976
611733,4/20/2017 21:09,4/20/2017 21:35,1572,Buckingham Fountain,Buckingham Fountain,Customer,,
935837,5/23/2017 18:33,5/23/2017 18:41,489,Kingsbury St & Kinzie St,Dearborn St & Erie St,Subscriber,Male,1973
949917,5/25/2017 11:56,5/25/2017 12:04,456,Stetson Ave & South Water St,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1988
822995,5/14/2017 5:30,5/14/2017 5:35,303,California Ave & Milwaukee Ave,California Ave & North Ave,Subscriber,Male,1992
76041,1/23/2017 16:17,1/23/2017 16:32,855,Franklin St & Monroe St,Fairbanks Ct & Grand Ave,Subscriber,Female,1990
1064625,6/2/2017 7:58,6/2/2017 8:05,413,State St & Pearson St,Wells St & Evergreen Ave,Subscriber,Female,1992
753054,5/7/2017 14:07,5/7/2017 14:34,1627,Western Ave & Division St,Lake Shore Dr & North Blvd,Subscriber,Female,1989
1095720,6/3/2017 18:12,6/3/2017 18:41,1741,Canal St & Harrison St,Michigan Ave & Congress Pkwy,Customer,,
208945,2/18/2017 23:26,2/18/2017 23:37,668,Clarendon Ave & Leland Ave,Halsted St & Roscoe St,Subscriber,Female,1992
1508920,6/28/2017 8:10,6/28/2017 8:15,329,Clarendon Ave & Gordon Ter,Sheridan Rd & Irving Park Rd,Subscriber,Female,1998
896553,5/19/2017 11:34,5/19/2017 12:01,1604,Michigan Ave & Oak St,Dusable Harbor,Subscriber,Male,1981
351673,3/16/2017 21:25,3/16/2017 21:30,302,Oakley Ave & Roscoe St,Lincoln Ave & Roscoe St,Subscriber,Male,1982
625957,4/22/2017 14:53,4/22/2017 15:01,536,Clark St & Berwyn Ave,Broadway & Ridge Ave,Subscriber,Female,1946
1214021,6/10/2017 15:56,6/10/2017 16:19,1362,Lake Shore Dr & Belmont Ave,Streeter Dr & Grand Ave,Subscriber,Male,1992
1327998,6/17/2017 17:31,6/17/2017 17:55,1432,LaSalle St & Washington St,Indiana Ave & Roosevelt Rd,Subscriber,Female,1963
794006,5/11/2017 21:44,5/11/2017 22:30,2771,Sedgwick St & North Ave,Sedgwick St & North Ave,Customer,,
714474,5/3/2017 6:13,5/3/2017 6:23,579,Clinton St & Madison St,Michigan Ave & Congress Pkwy,Subscriber,Male,1973
1151271,6/7/2017 7:48,6/7/2017 7:54,372,LaSalle St & Jackson Blvd,Daley Center Plaza,Subscriber,Male,1974
1244663,6/12/2017 12:19,6/12/2017 15:51,12704,Lake Shore Dr & North Blvd,Lake Shore Dr & Monroe St,Customer,,
1308769,6/16/2017 16:09,6/16/2017 16:36,1606,Daley Center Plaza,Clark St & Wellington Ave,Subscriber,Female,1992
1074702,6/2/2017 17:12,6/2/2017 17:18,344,Knox Ave & Montrose Ave,Keystone Ave & Montrose Ave,Subscriber,Male,1984
817740,5/13/2017 16:45,5/13/2017 17:47,3736,Theater on the Lake,Lake Shore Dr & Monroe St,Customer,,
1321988,6/17/2017 12:56,6/17/2017 13:08,723,Racine Ave & Fullerton Ave,Racine Ave & Fullerton Ave,Subscriber,Female,1993
248229,2/22/2017 19:53,2/22/2017 20:02,531,Canal St & Madison St,Clark St & Chicago Ave,Subscriber,Male,1993
152293,2/10/2017 12:22,2/10/2017 12:27,319,Southport Ave & Roscoe St,Wilton Ave & Belmont Ave,Subscriber,Male,1980
788192,5/11/2017 15:28,5/11/2017 15:36,495,Dusable Harbor,Wabash Ave & Grand Ave,Subscriber,Male,1961
1344795,6/18/2017 18:43,6/18/2017 19:10,1631,Shore Dr & 55th St,Kimbark Ave & 53rd St,Customer,,
954429,5/25/2017 17:25,5/25/2017 17:30,299,Southport Ave & Waveland Ave,Southport Ave & Clark St,Subscriber,Male,1986
1048504,6/1/2017 8:08,6/1/2017 8:13,329,Ravenswood Ave & Lawrence Ave,Ravenswood Ave & Berteau Ave,Subscriber,Male,1992
710966,5/2/2017 16:36,5/2/2017 16:43,402,Wabash Ave & Grand Ave,Clark St & Elm St,Subscriber,Male,1991
197804,2/18/2017 11:28,2/18/2017 11:35,418,Larrabee St & Division St,Kingsbury St & Erie St,Subscriber,Male,1946
300599,3/5/2017 18:35,3/5/2017 18:42,400,Canal St & Monroe St (*),Aberdeen St & Monroe St,Subscriber,Male,1981
1255449,6/13/2017 0:23,6/13/2017 0:41,1081,Lake Shore Dr & Belmont Ave,Sheridan Rd & Lawrence Ave,Customer,,
122391,2/3/2017 8:21,2/3/2017 8:25,229,Wabash Ave & Roosevelt Rd,Wabash Ave & 16th St,Subscriber,Female,1984
1466624,6/25/2017 17:53,6/25/2017 17:55,110,Clark St & Elm St,Rush St & Cedar St,Subscriber,Female,1992
692559,4/28/2017 15:27,4/28/2017 15:30,182,Stetson Ave & South Water St,Rush St & Hubbard St,Subscriber,Male,1966
732837,5/4/2017 21:10,5/4/2017 21:13,172,Ashland Ave & Belle Plaine Ave,Ravenswood Ave & Irving Park Rd,Subscriber,Male,1994
514629,4/12/2017 7:11,4/12/2017 7:14,207,Claremont Ave & Hirsch St,Damen Ave & Pierce Ave,Subscriber,Female,1991
812524,5/13/2017 12:55,5/13/2017 13:07,720,Michigan Ave & 14th St,Wentworth Ave & Archer Ave,Customer,,
1288998,6/15/2017 12:29,6/15/2017 12:36,406,Ashland Ave & 21st St,Morgan St & 18th St,Subscriber,Male,1974
764183,5/8/2017 17:37,5/8/2017 17:51,869,Michigan Ave & 18th St,Wabash Ave & Adams St,Subscriber,Female,1985
157496,2/11/2017 14:21,2/11/2017 14:30,518,Greenview Ave & Fullerton Ave,Sedgwick St & Webster Ave,Subscriber,Male,1990
300525,3/5/2017 18:16,3/5/2017 18:19,137,Indiana Ave & Roosevelt Rd,Wabash Ave & Roosevelt Rd,Subscriber,Male,1992
907695,5/21/2017 11:40,5/21/2017 12:01,1234,Wells St & Concord Ln,Leavitt St & Armitage Ave,Subscriber,Male,1988
176634,2/15/2017 8:28,2/15/2017 8:35,381,Clinton St & Washington Blvd,LaSalle St & Adams St,Subscriber,Male,1965
145918,2/8/2017 19:29,2/8/2017 19:32,193,Kingsbury St & Erie St,Kingsbury St & Kinzie St,Subscriber,Male,1978
71033,1/22/2017 13:15,1/22/2017 14:52,5845,Wilton Ave & Belmont Ave,Clark St & Wellington Ave,Customer,,
746690,5/6/2017 15:58,5/6/2017 16:02,254,Green St & Randolph St,Clinton St & Madison St,Subscriber,Male,1982
953616,5/25/2017 17:00,5/25/2017 17:09,518,Shedd Aquarium,Lake Shore Dr & Monroe St,Customer,,
301559,3/6/2017 6:54,3/6/2017 7:05,664,Rush St & Hubbard St,Franklin St & Quincy St,Subscriber,Male,1986
1332451,6/18/2017 9:21,6/18/2017 9:54,1964,Montrose Harbor,Clark St & North Ave,Subscriber,Male,1988
704572,5/1/2017 16:08,5/1/2017 16:21,825,Hermitage Ave & Polk St,Clinton St & Madison St,Subscriber,Male,1972
988243,5/28/2017 11:59,5/28/2017 12:54,3296,Dusable Harbor,Lake Shore Dr & Monroe St,Customer,,
1389272,6/21/2017 15:02,6/21/2017 15:09,406,Clark St & Armitage Ave,Clark St & Armitage Ave,Subscriber,Male,1968
281585,3/1/2017 17:22,3/1/2017 17:35,773,Dearborn Pkwy & Delaware Pl,Canal St & Adams St,Subscriber,Male,1983
1297048,6/15/2017 18:52,6/15/2017 19:01,552,Daley Center Plaza,Green St & Randolph St,Subscriber,Male,1984
715025,5/3/2017 7:21,5/3/2017 7:38,1040,Bissell St & Armitage Ave,Franklin St & Quincy St,Subscriber,Female,1988
976459,5/27/2017 15:17,5/27/2017 15:34,1021,Lake Shore Dr & North Blvd,Clark St & Elm St,Customer,,
1283520,6/15/2017 6:08,6/15/2017 6:15,430,LaSalle St & Adams St,State St & Pearson St,Subscriber,Male,1961
1407013,6/22/2017 14:19,6/22/2017 14:39,1171,Daley Center Plaza,Wood St & Milwaukee Ave,Subscriber,Male,1987
1383395,6/21/2017 8:13,6/21/2017 8:25,754,Sheridan Rd & Buena Ave,Clark St & Winnemac Ave,Subscriber,Female,1974
69019,1/21/2017 19:14,1/21/2017 19:24,560,LaSalle St & Washington St,Clark St & Chicago Ave,Subscriber,Female,1986
1489607,6/27/2017 7:47,6/27/2017 7:51,255,Southport Ave & Wellington Ave,Sheffield Ave & Wellington Ave,Subscriber,Male,1993
585310,4/18/2017 15:22,4/18/2017 15:35,813,Canal St & Madison St,Ashland Ave & Chicago Ave,Subscriber,Female,1988
617126,4/21/2017 15:15,4/21/2017 15:21,383,Wabash Ave & Grand Ave,Kingsbury St & Erie St,Subscriber,Female,1992
1078467,6/2/2017 19:29,6/2/2017 19:47,1113,LaSalle St & Jackson Blvd,Shedd Aquarium,Subscriber,Male,1990
748736,5/6/2017 19:35,5/6/2017 19:48,791,Sheffield Ave & Wellington Ave,Campbell Ave & Fullerton Ave,Subscriber,Male,1990
165631,2/13/2017 15:22,2/13/2017 15:35,765,Franklin St & Lake St,St. Clair St & Erie St,Subscriber,Male,1971
381306,3/22/2017 16:22,3/22/2017 16:28,368,Dearborn St & Adams St,Federal St & Polk St,Subscriber,Female,1953
25441,1/10/2017 17:09,1/10/2017 17:17,452,Wabash Ave & Adams St,Canal St & Madison St,Subscriber,Male,1985
133599,2/6/2017 15:15,2/6/2017 15:28,804,Broadway & Granville Ave,Lakefront Trail & Bryn Mawr Ave,Subscriber,Male,1967
274550,2/28/2017 8:51,2/28/2017 8:58,427,Sedgwick St & Huron St,Daley Center Plaza,Subscriber,Female,1980
828232,5/14/2017 13:56,5/14/2017 14:07,704,Ashland Ave & Grand Ave,Hermitage Ave & Polk St,Subscriber,Female,1988
1094524,6/3/2017 17:27,6/3/2017 18:06,2357,Lake Shore Dr & North Blvd,Lakefront Trail & Bryn Mawr Ave,Subscriber,Female,1961
1445031,6/24/2017 15:46,6/24/2017 16:01,860,Western Ave & Congress Pkwy,Ashland Ave & Lake St,Subscriber,Female,1979
564858,4/16/2017 17:16,4/16/2017 17:41,1485,State St & Kinzie St,State St & Randolph St,Customer,,
1113335,6/4/2017 18:15,6/4/2017 18:52,2235,Michigan Ave & Oak St,Michigan Ave & Lake St,Customer,,
70140,1/22/2017 10:16,1/22/2017 10:52,2169,Marshfield Ave & Cortland St,Marshfield Ave & Cortland St,Subscriber,Male,1978
595508,4/19/2017 10:23,4/19/2017 10:47,1427,Western Ave & Division St,Dearborn St & Monroe St,Subscriber,Male,1975
727327,5/4/2017 10:45,5/4/2017 10:54,534,Indiana Ave & Roosevelt Rd,Millennium Park,Subscriber,Male,1990
813131,5/13/2017 13:21,5/13/2017 14:44,5021,Millennium Park,Halsted St & Archer Ave,Customer,,
849868,5/16/2017 7:10,5/16/2017 7:20,572,Field Blvd & South Water St,Rush St & Hubbard St,Subscriber,Male,1964
1255324,6/12/2017 23:25,6/12/2017 23:50,1524,Desplaines St & Randolph St,Wabash Ave & Wacker Pl,Customer,,
340107,3/13/2017 15:59,3/13/2017 16:03,265,Clark St & Winnemac Ave,Ravenswood Ave & Lawrence Ave,Subscriber,Male,1988
285993,3/2/2017 16:40,3/2/2017 16:53,826,Michigan Ave & Lake St,Canal St & Adams St,Subscriber,Male,1971
616459,4/21/2017 13:42,4/21/2017 13:53,661,Franklin St & Jackson Blvd,Halsted St & 18th St,Subscriber,Male,1981
957001,5/25/2017 19:24,5/25/2017 19:47,1359,Theater on the Lake,Sheridan Rd & Lawrence Ave,Subscriber,Female,1978
420808,3/29/2017 15:22,3/29/2017 15:28,322,LaSalle St & Jackson Blvd,Wabash Ave & Wacker Pl,Subscriber,Male,1981
140887,2/7/2017 19:40,2/7/2017 19:52,727,Clark St & North Ave,Dearborn St & Erie St,Subscriber,Female,1989
435705,4/1/2017 14:45,4/1/2017 15:10,1481,Calumet Ave & 18th St,Shedd Aquarium,Customer,,
590045,4/18/2017 18:55,4/18/2017 19:01,352,LaSalle St & Illinois St,Fairbanks Ct & Grand Ave,Subscriber,Male,1982
737948,5/5/2017 16:06,5/5/2017 16:14,485,Clinton St & Washington Blvd,Dearborn St & Erie St,Subscriber,Male,1990
1028904,5/30/2017 19:52,5/30/2017 20:22,1806,Millennium Park,Indiana Ave & Roosevelt Rd,Customer,,
318392,3/8/2017 11:08,3/8/2017 11:17,532,Dearborn St & Monroe St,Federal St & Polk St,Subscriber,Male,1974
1487574,6/26/2017 23:17,6/26/2017 23:22,339,Kingsbury St & Kinzie St,Franklin St & Jackson Blvd,Subscriber,Male,1996
1170672,6/8/2017 10:03,6/8/2017 10:09,362,Morgan St & Polk St,Hermitage Ave & Polk St,Subscriber,Male,1992
358932,3/18/2017 15:56,3/18/2017 15:58,118,Columbus Dr & Randolph St,Field Blvd & South Water St,Subscriber,Male,1981
1045780,5/31/2017 21:45,5/31/2017 21:57,733,May St & Taylor St,Wells St & Polk St,Subscriber,Male,1991
488366,4/9/2017 11:55,4/9/2017 12:00,320,Clinton St & 18th St,Canal St & Taylor St,Subscriber,Male,1972
1533068,6/29/2017 19:06,6/29/2017 19:19,781,Franklin St & Lake St,Clark St & Elm St,Subscriber,Female,1992
1133514,6/6/2017 6:40,6/6/2017 6:48,484,Greenview Ave & Fullerton Ave,Racine Ave & Wrightwood Ave,Subscriber,Female,1990
1501586,6/27/2017 18:08,6/27/2017 18:21,808,Millennium Park,Streeter Dr & Grand Ave,Subscriber,Female,1982
1456818,6/25/2017 11:22,6/25/2017 11:47,1515,Dearborn Pkwy & Delaware Pl,Theater on the Lake,Subscriber,Male,1989
835006,5/15/2017 7:22,5/15/2017 7:49,1587,Lake Shore Dr & Monroe St,Ashland Ave & Division St,Subscriber,Male,1977
584117,4/18/2017 13:21,4/18/2017 13:27,369,Harper Ave & 59th St,Shore Dr & 55th St,Subscriber,Male,1987
1106750,6/4/2017 13:34,6/4/2017 13:49,940,Clark St & Wellington Ave,Sheffield Ave & Willow St,Subscriber,Male,1988
1438544,6/24/2017 12:03,6/24/2017 12:15,706,Buckingham Fountain,Burnham Harbor,Customer,,
