,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
5619970,6/10/2017 11:46,6/10/2017 12:50,3822,Great Jones St,W 13 St & 5 Ave,Customer,,
897782,2/6/2017 22:00,2/6/2017 22:06,375,W 21 St & 6 Ave,W 38 St & 8 Ave,Subscriber,Male,1992
3779575,5/4/2017 17:53,5/4/2017 18:09,976,Spruce St & Nassau St,W 11 St & 6 Ave,Subscriber,Male,1959
3692493,5/3/2017 9:11,5/3/2017 9:24,782,Clinton St & Joralemon St,Washington Ave & Park Ave,Subscriber,Male,1985
4080688,5/11/2017 9:21,5/11/2017 9:27,357,1 Ave & E 30 St,Broadway & E 22 St,Subscriber,Male,1980
1543853,3/1/2017 17:27,3/1/2017 17:34,430,W 18 St & 6 Ave,E 12 St & 3 Ave,Subscriber,Female,1972
6471718,6/25/2017 15:25,6/25/2017 15:30,295,Bayard St & Baxter St,Allen St & Hester St,Subscriber,Female,1978
2569437,4/10/2017 8:08,4/10/2017 8:17,531,E 39 St & 3 Ave,E 25 St & 1 Ave,Subscriber,Male,1947
5408363,6/6/2017 20:15,6/6/2017 20:51,2148,Metropolitan Ave & Bedford Ave,Lorimer St & Broadway,Subscriber,Male,1992
4802583,5/26/2017 6:44,5/26/2017 6:49,294,Lexington Ave & E 63 St,1 Ave & E 68 St,Subscriber,Male,1986
244149,1/12/2017 20:27,1/12/2017 20:30,189,W 20 St & 8 Ave,W 26 St & 8 Ave,Subscriber,Male,1958
2649600,4/11/2017 17:04,4/11/2017 17:13,569,Broadway & W 53 St,W 33 St & 7 Ave,Subscriber,Male,1978
3459784,4/28/2017 23:08,4/28/2017 23:23,890,W 39 St & 9 Ave,Central Park West & W 68 St,Subscriber,Female,1984
1001147,2/13/2017 20:43,2/13/2017 20:48,287,W 22 St & 8 Ave,W 21 St & 6 Ave,Subscriber,Female,1977
4419995,5/18/2017 8:29,5/18/2017 8:37,504,Pershing Square South,W 38 St & 8 Ave,Subscriber,Male,1953
6651859,6/28/2017 13:03,6/28/2017 13:15,685,E 17 St & Broadway,E 9 St & Avenue C,Subscriber,Male,1983
6129738,6/19/2017 16:18,6/19/2017 16:41,1361,Grand Army Plaza & Central Park S,E 25 St & 2 Ave,Customer,,
1979701,3/22/2017 11:39,3/22/2017 12:02,1342,E 20 St & 2 Ave,Warren St & Church St,Subscriber,Male,1990
1671551,3/6/2017 13:51,3/6/2017 14:19,1643,3 Ave & E 62 St,W 13 St & 6 Ave,Subscriber,Male,1953
4303466,5/16/2017 12:36,5/16/2017 12:48,696,8 Ave & W 16 St,E 20 St & Park Ave,Subscriber,Female,1962
5986172,6/16/2017 14:45,6/16/2017 14:58,755,Cliff St & Fulton St,1 Ave & E 16 St,Subscriber,Male,1962
3421248,4/28/2017 12:53,4/28/2017 13:19,1581,E 47 St & Park Ave,E 55 St & Lexington Ave,Subscriber,Male,1993
4553529,5/20/2017 13:12,5/20/2017 13:41,1727,W 63 St & Broadway,E 30 St & Park Ave S,Subscriber,Female,1964
1029576,2/14/2017 19:49,2/14/2017 19:57,434,Bushwick Ave & Powers St,Grand St & Havemeyer St,Subscriber,Male,1989
4932071,5/28/2017 16:36,5/28/2017 17:02,1534,Broadway & W 58 St,11 Ave & W 27 St,Customer,,
2872290,4/16/2017 3:56,4/16/2017 4:11,876,W 47 St & 10 Ave,Greenwich St & W Houston St,Subscriber,Male,1987
5592135,6/9/2017 18:31,6/9/2017 18:36,292,W 24 St & 7 Ave,9 Ave & W 22 St,Subscriber,Male,1947
3006183,4/18/2017 17:00,4/18/2017 17:13,772,21 St & Queens Plaza North,1 Ave & E 68 St,Subscriber,,
3208006,4/23/2017 13:22,4/23/2017 13:39,1042,9 Ave & W 18 St,Cleveland Pl & Spring St,Subscriber,Female,1957
756297,2/1/2017 19:10,2/1/2017 19:30,1185,E 11 St & 2 Ave,W 26 St & 8 Ave,Subscriber,Male,1999
3889574,5/7/2017 16:21,5/7/2017 16:26,320,E 39 St & 3 Ave,2 Ave & E 31 St,Subscriber,Female,1960
5371312,6/6/2017 0:08,6/6/2017 0:24,925,Centre St & Chambers St,Avenue D & E 3 St,Subscriber,Male,1993
4910465,5/28/2017 11:27,5/28/2017 11:49,1302,E 55 St & 3 Ave,5 Ave & E 73 St,Customer,,
443573,1/20/2017 17:23,1/20/2017 17:33,583,Broadway & E 14 St,W 4 St & 7 Ave S,Subscriber,Female,1982
463036,1/21/2017 14:37,1/21/2017 14:42,289,Broadway & E 14 St,Mercer St & Bleecker St,Subscriber,Female,1972
887633,2/6/2017 17:31,2/6/2017 17:41,591,Great Jones St,W 18 St & 6 Ave,Subscriber,Male,1981
363981,1/18/2017 9:46,1/18/2017 9:51,244,Broadway & W 55 St,W 56 St & 10 Ave,Subscriber,Male,1983
2020413,3/23/2017 19:14,3/23/2017 19:28,860,6 Ave & W 33 St,W 52 St & 9 Ave,Subscriber,Male,1985
4131968,5/12/2017 8:23,5/12/2017 8:54,1835,W 106 St & Central Park West,W 42 St & 8 Ave,Subscriber,Male,1984
226345,1/12/2017 14:29,1/12/2017 15:02,2013,West St & Chambers St,Liberty St & Broadway,Customer,,
2672586,4/12/2017 2:04,4/12/2017 2:19,900,W 45 St & 8 Ave,6 Ave & W 33 St,Customer,,
5041215,5/31/2017 11:30,5/31/2017 11:35,292,11 Ave & W 27 St,9 Ave & W 22 St,Subscriber,Male,1986
4741675,5/24/2017 11:13,5/24/2017 11:29,950,6 Ave & W 33 St,E 35 St & 3 Ave,Customer,,
3515823,4/29/2017 22:09,4/29/2017 22:23,832,E 13 St & Avenue A,E 13 St & Avenue A,Subscriber,Male,1991
1142535,2/18/2017 16:33,2/18/2017 16:44,648,Mercer St & Spring St,Allen St & Stanton St,Customer,,
1706518,3/7/2017 17:16,3/7/2017 17:24,518,W 52 St & 6 Ave,E 52 St & 2 Ave,Subscriber,Male,1980
223923,1/12/2017 13:12,1/12/2017 13:22,584,E 2 St & Avenue B,Washington Pl & Broadway,Subscriber,Female,1966
4224905,5/14/2017 23:16,5/14/2017 23:21,309,Cleveland Pl & Spring St,Centre St & Worth St,Subscriber,Male,1969
5582082,6/9/2017 17:01,6/9/2017 17:30,1707,W 52 St & 6 Ave,MacDougal St & Prince St,Subscriber,Female,1977
3940347,5/8/2017 18:36,5/8/2017 18:45,502,Bank St & Washington St,University Pl & E 14 St,Subscriber,Male,1968
4381975,5/17/2017 16:45,5/17/2017 16:47,175,Washington Pl & Broadway,E 4 St & 2 Ave,Subscriber,Male,1975
1110104,2/17/2017 15:45,2/17/2017 15:54,550,8 Ave & W 33 St,W 46 St & 11 Ave,Subscriber,Male,1968
434013,1/20/2017 10:11,1/20/2017 10:18,415,W 27 St & 7 Ave,Lexington Ave & E 24 St,Subscriber,Male,1987
3953153,5/9/2017 6:13,5/9/2017 6:24,637,W 42 St & 8 Ave,W 37 St & 5 Ave,Subscriber,Male,1958
4788992,5/25/2017 12:14,5/25/2017 12:22,491,Old Slip & Front St,St James Pl & Oliver St,Subscriber,Male,1957
4677596,5/23/2017 9:27,5/23/2017 9:32,278,LaGuardia Pl & W 3 St,Cleveland Pl & Spring St,Subscriber,Male,1983
4380505,5/17/2017 16:23,5/17/2017 16:30,398,Watts St & Greenwich St,Hudson St & Reade St,Subscriber,Male,1962
5333450,6/5/2017 11:49,6/5/2017 11:52,176,W 4 St & 7 Ave S,Sullivan St & Washington Sq,Subscriber,Male,1988
1759995,3/8/2017 20:53,3/8/2017 21:02,519,Great Jones St,E 14 St & Avenue B,Subscriber,Female,1988
1630899,3/4/2017 12:01,3/4/2017 12:05,247,University Pl & E 14 St,St Marks Pl & 2 Ave,Subscriber,Male,1991
6803287,6/30/2017 18:16,6/30/2017 18:27,659,Cadman Plaza West & Montague St,Bond St & Schermerhorn St,Subscriber,Male,1985
519071,1/24/2017 14:26,1/24/2017 14:28,134,S 3 St & Bedford Ave,N 6 St & Bedford Ave,Subscriber,Male,1988
638453,1/28/2017 14:07,1/28/2017 14:35,1715,W 11 St & 6 Ave,E 89 St & 3 Ave,Subscriber,Male,1983
4341978,5/16/2017 21:57,5/16/2017 22:05,463,Riverside Dr & W 89 St,Central Park West & W 85 St,Subscriber,Female,1966
3058763,4/19/2017 17:46,4/19/2017 17:59,801,E 4 St & 2 Ave,Madison St & Clinton St,Subscriber,Female,1974
1908669,3/20/2017 8:43,3/20/2017 9:02,1118,W 90 St & Amsterdam Ave,W 52 St & 5 Ave,Subscriber,Male,1989
1583035,3/2/2017 17:21,3/2/2017 17:29,487,Howard St & Centre St,Barclay St & Church St,Subscriber,Male,1981
5854065,6/14/2017 13:06,6/14/2017 13:08,125,N 11 St & Wythe Ave,Kent Ave & N 7 St,Subscriber,Male,1984
4789855,5/25/2017 14:04,5/25/2017 14:11,463,Cooper Square & E 7 St,Broadway & E 22 St,Subscriber,Male,1991
339234,1/17/2017 7:26,1/17/2017 7:30,284,Pershing Square North,W 43 St & 6 Ave,Subscriber,Male,1967
624716,1/27/2017 19:37,1/27/2017 19:52,922,6 Ave & Canal St,E 14 St & Avenue B,Subscriber,Male,1982
407910,1/19/2017 16:16,1/19/2017 16:36,1200,E 2 St & 2 Ave E,E 40 St & 5 Ave,Subscriber,Male,1981
4091239,5/11/2017 13:30,5/11/2017 13:47,1013,Central Park West & W 76 St,E 88 St & Park Ave,Subscriber,Male,1976
4856251,5/27/2017 2:01,5/27/2017 2:32,1826,Washington St & Gansevoort St,FDR Drive & E 35 St,Subscriber,Male,1984
1863342,3/13/2017 10:29,3/13/2017 10:46,1040,Leonard St & Boerum St,Metropolitan Ave & Bedford Ave,Subscriber,Male,1965
370263,1/18/2017 14:58,1/18/2017 15:09,647,Lexington Ave & E 63 St,Amsterdam Ave & W 66 St,Subscriber,Female,1994
217407,1/12/2017 9:20,1/12/2017 9:34,843,E 33 St & 2 Ave,W 17 St & 8 Ave,Subscriber,Male,1961
6141047,6/20/2017 7:07,6/20/2017 7:16,490,E 91 St & 2 Ave,Madison Ave & E 99 St,Customer,Female,1984
57933,1/4/2017 15:37,1/4/2017 16:00,1383,Lexington Ave & E 29 St,Henry St & Grand St,Subscriber,Male,1987
1514578,2/28/2017 20:20,2/28/2017 20:31,701,E 40 St & 5 Ave,E 51 St & 1 Ave,Subscriber,Female,1987
766709,2/2/2017 8:12,2/2/2017 8:23,672,Washington Park,Duffield St & Willoughby St,Subscriber,,
738399,2/1/2017 10:39,2/1/2017 10:41,107,E 11 St & Broadway,Washington Pl & Broadway,Subscriber,Female,1998
6438742,6/24/2017 21:15,6/24/2017 21:36,1239,Washington Pl & 6 Ave,West Thames St,Subscriber,Male,1979
2046032,3/24/2017 16:59,3/24/2017 17:13,816,8 Ave & W 31 St,Broadway & W 55 St,Subscriber,Male,1955
1677682,3/6/2017 17:10,3/6/2017 17:19,509,Greenwich St & Hubert St,Centre St & Chambers St,Subscriber,Male,1968
3736542,5/3/2017 22:13,5/3/2017 22:27,833,Lexington Ave & E 29 St,W 13 St & Hudson St,Subscriber,Female,1990
6367716,6/23/2017 15:38,6/23/2017 15:50,712,Old Fulton St,Atlantic Ave & Furman St,Subscriber,Male,1985
4074876,5/11/2017 8:21,5/11/2017 8:28,430,W 70 St & Amsterdam Ave,Broadway & W 53 St,Subscriber,Male,1967
1936754,3/21/2017 8:24,3/21/2017 8:35,651,Cooper Square & E 7 St,W 14 St & The High Line,Subscriber,Male,1975
681703,1/30/2017 10:36,1/30/2017 10:38,133,E 52 St & 2 Ave,E 47 St & 2 Ave,Subscriber,Male,1982
1164272,2/19/2017 13:00,2/19/2017 13:05,267,E 11 St & 2 Ave,Stanton St & Chrystie St,Subscriber,Male,1987
4803131,5/26/2017 7:17,5/26/2017 7:19,137,Broadway & W 32 St,E 33 St & 5 Ave,Subscriber,Male,1984
6708730,6/29/2017 9:34,6/29/2017 10:00,1536,2 Ave & E 99 St,E 16 St & Irving Pl,Subscriber,Male,1989
4807411,5/26/2017 8:43,5/26/2017 8:55,726,Avenue D & E 3 St,Howard St & Centre St,Subscriber,Female,1985
6427292,6/24/2017 17:51,6/24/2017 18:36,2695,S 3 St & Bedford Ave,Reed St & Van Brunt St,Customer,Female,1983
1880037,3/13/2017 20:05,3/13/2017 20:11,307,Central Park West & W 76 St,W 76 St & Columbus Ave,Subscriber,Female,1956
2795673,4/14/2017 13:12,4/14/2017 13:16,247,Norfolk St & Broome St,Avenue D & E 3 St,Subscriber,Male,1992
704518,1/31/2017 7:45,1/31/2017 8:03,1108,W 92 St & Broadway,W 46 St & 11 Ave,Subscriber,Male,1953
1681316,3/6/2017 18:10,3/6/2017 18:18,477,E 19 St & 3 Ave,9 Ave & W 18 St,Subscriber,Male,1979
2925513,4/17/2017 8:18,4/17/2017 8:28,586,9 Ave & W 45 St,Grand Army Plaza & Central Park S,Subscriber,Male,1990
21713,1/2/2017 16:00,1/2/2017 16:06,362,E 11 St & 1 Ave,E 17 St & Broadway,Subscriber,Male,1991
599045,1/27/2017 7:52,1/27/2017 8:04,767,Carmine St & 6 Ave,Carmine St & 6 Ave,Subscriber,Male,1991
166969,1/10/2017 17:18,1/10/2017 17:27,510,Broadway & W 24 St,W 38 St & 8 Ave,Subscriber,Male,1977
2222203,3/30/2017 16:05,3/30/2017 16:22,962,Grand Army Plaza & Central Park S,5 Ave & E 88 St,Customer,,
3181457,4/22/2017 17:57,4/22/2017 18:22,1472,Broadway & W 41 St,Broadway & W 41 St,Subscriber,Male,1989
5124309,6/1/2017 16:57,6/1/2017 17:15,1100,E 51 St & Lexington Ave,Amsterdam Ave & W 79 St,Subscriber,Male,1960
4878785,5/27/2017 14:57,5/27/2017 15:09,717,Clinton St & Tillary St,Hicks St & Montague St,Customer,,
5918382,6/15/2017 12:51,6/15/2017 13:02,703,E 19 St & 3 Ave,Broadway & W 32 St,Subscriber,Female,1962
399515,1/19/2017 11:10,1/19/2017 11:20,605,E 78 St & 2 Ave,E 66 St & Madison Ave,Subscriber,Male,1966
1352282,2/24/2017 12:11,2/24/2017 12:19,500,Montrose Ave & Bushwick Ave,McKibbin St & Manhattan Ave,Subscriber,Male,1986
185915,1/11/2017 10:10,1/11/2017 10:13,132,University Pl & E 14 St,W 13 St & 6 Ave,Subscriber,Male,1970
534104,1/25/2017 9:11,1/25/2017 9:14,181,8 Ave & W 16 St,W 16 St & The High Line,Subscriber,Male,1972
4157926,5/12/2017 16:19,5/12/2017 16:53,2013,Avenue D & E 8 St,8 Ave & W 52 St,Subscriber,Female,1958
370643,1/18/2017 15:15,1/18/2017 15:32,1002,E 72 St & York Ave,E 53 St & Madison Ave,Subscriber,Female,1957
4217213,5/14/2017 18:31,5/14/2017 18:57,1562,Old Fulton St,Atlantic Ave & Furman St,Customer,,
5031456,5/31/2017 8:31,5/31/2017 8:39,485,E 33 St & 2 Ave,W 33 St & 7 Ave,Subscriber,Male,1985
1346472,2/24/2017 9:29,2/24/2017 9:31,83,Little West St & 1 Pl,West Thames St,Subscriber,Male,1990
6772528,6/30/2017 9:57,6/30/2017 10:26,1689,McGuinness Blvd & Eagle St,Broadway & W 58 St,Subscriber,Male,1979
4844807,5/26/2017 18:31,5/26/2017 18:52,1242,University Pl & E 8 St,E 55 St & 2 Ave,Subscriber,Male,1941
3234460,4/23/2017 19:25,4/23/2017 19:57,1903,E 67 St & Park Ave,Grand St & Elizabeth St,Subscriber,Male,1982
1988022,3/22/2017 17:45,3/22/2017 17:51,351,Broadway & W 41 St,W 37 St & 10 Ave,Subscriber,Male,1993
5272527,6/3/2017 21:55,6/3/2017 22:03,434,Grand St & Elizabeth St,Madison St & Montgomery St,Subscriber,Male,1998
586734,1/26/2017 18:07,1/26/2017 18:25,1058,E 27 St & 1 Ave,Division St & Bowery,Subscriber,Male,1982
4860098,5/27/2017 9:35,5/27/2017 9:39,193,1 Ave & E 68 St,1 Ave & E 78 St,Subscriber,Male,1972
5481638,6/8/2017 7:34,6/8/2017 8:00,1575,Broadway & E 22 St,N 6 St & Bedford Ave,Subscriber,Male,1974
4486972,5/19/2017 9:08,5/19/2017 9:43,2070,E 103 St & Lexington Ave,W 31 St & 7 Ave,Subscriber,Male,1961
2635441,4/11/2017 12:36,4/11/2017 12:38,162,Broadway & E 22 St,E 17 St & Broadway,Subscriber,Female,1962
4106929,5/11/2017 17:50,5/11/2017 18:01,669,Pershing Square North,E 9 St & Avenue C,Subscriber,Male,1983
3262229,4/24/2017 14:28,4/24/2017 14:43,940,E 58 St & 1 Ave,E 76 St & Park Ave,Subscriber,Female,1993
4416198,5/18/2017 7:47,5/18/2017 8:00,781,West End Ave & W 94 St,Broadway & W 58 St,Subscriber,Male,1969
3437983,4/28/2017 17:08,4/28/2017 17:25,1023,E 16 St & Irving Pl,Howard St & Centre St,Customer,,
6399147,6/24/2017 11:24,6/24/2017 11:33,556,Broadway & W 36 St,E 17 St & Broadway,Subscriber,Female,1981
1209377,2/20/2017 15:49,2/20/2017 16:12,1397,Vesey Pl & River Terrace,W 20 St & 11 Ave,Customer,,
4545680,5/20/2017 10:58,5/20/2017 11:05,418,E 4 St & 2 Ave,E 17 St & Broadway,Subscriber,Male,1988
2536705,4/9/2017 13:45,4/9/2017 14:08,1330,5 Ave & E 78 St,Central Park North & Adam Clayton Powell Blvd,Customer,,
2676419,4/12/2017 7:43,4/12/2017 7:52,571,E 33 St & 2 Ave,Broadway & W 36 St,Subscriber,Male,1969
3109153,4/20/2017 19:30,4/20/2017 19:40,599,Lafayette St & E 8 St,E 32 St & Park Ave,Subscriber,Male,1989
5121851,6/1/2017 16:24,6/1/2017 19:45,12035,Fulton St & Adams St,Carlton Ave & Park Ave,Subscriber,Male,1990
5102485,6/1/2017 10:06,6/1/2017 10:21,898,E 72 St & York Ave,Amsterdam Ave & W 82 St,Subscriber,Male,1988
6783187,6/30/2017 13:40,6/30/2017 14:21,2488,E 53 St & 3 Ave,E 58 St & 3 Ave,Subscriber,Male,1989
2172435,3/29/2017 12:31,3/29/2017 12:47,988,W 27 St & 10 Ave,W 54 St & 9 Ave,Subscriber,Male,1995
1667622,3/6/2017 10:44,3/6/2017 10:47,140,9 Ave & W 18 St,W 20 St & 8 Ave,Subscriber,Male,1959
1416219,2/26/2017 1:15,2/26/2017 1:23,477,South St & Whitehall St,St James Pl & Pearl St,Subscriber,Male,1994
5743162,6/12/2017 15:44,6/12/2017 15:50,319,Bergen St & Smith St,Carroll St & Smith St,Subscriber,Female,1992
5546889,6/9/2017 8:09,6/9/2017 8:22,785,Amsterdam Ave & W 79 St,Grand Army Plaza & Central Park S,Subscriber,Male,1979
309287,1/15/2017 18:16,1/15/2017 18:25,518,W 18 St & 6 Ave,Cooper Square & E 7 St,Subscriber,Female,1980
2851147,4/15/2017 15:09,4/15/2017 15:21,720,Broadway & W 29 St,W 20 St & 11 Ave,Subscriber,Male,1959
4618790,5/21/2017 16:27,5/21/2017 20:41,15258,W 20 St & 11 Ave,Watts St & Greenwich St,Customer,,
2106684,3/26/2017 19:14,3/26/2017 19:25,651,2 Ave & E 31 St,E 19 St & 3 Ave,Subscriber,Male,1987
2804975,4/14/2017 15:38,4/14/2017 15:44,372,Broadway & W 39 St,W 24 St & 7 Ave,Subscriber,Male,1993
5209557,6/2/2017 19:24,6/2/2017 19:39,892,Cleveland Pl & Spring St,Little West St & 1 Pl,Subscriber,Male,1983
4727655,5/24/2017 7:47,5/24/2017 7:52,331,Avenue D & E 3 St,E 3 St & 1 Ave,Subscriber,Male,1997
710669,1/31/2017 9:36,1/31/2017 9:55,1128,W 70 St & Amsterdam Ave,E 32 St & Park Ave,Subscriber,Male,1967
3974289,5/9/2017 12:52,5/9/2017 13:05,757,Park Ave & Marcus Garvey Blvd,Broadway & Berry St,Subscriber,Female,1975
3543860,4/30/2017 15:24,4/30/2017 15:33,537,W 100 St & Manhattan Ave,Columbus Ave & W 72 St,Subscriber,Male,1972
3152845,4/21/2017 20:27,4/21/2017 20:47,1197,Schermerhorn St & 3 Ave,Willoughby Ave & Walworth St,Customer,Male,1986
1785107,3/9/2017 14:17,3/9/2017 14:29,761,W 18 St & 6 Ave,5 Ave & E 29 St,Customer,,
2178808,3/29/2017 15:43,3/29/2017 16:13,1811,Central Park West & W 102 St,W 63 St & Broadway,Subscriber,Male,1947
2925605,4/17/2017 8:20,4/17/2017 8:28,467,Norfolk St & Broome St,Market St & Cherry St,Subscriber,Male,1987
1779653,3/9/2017 11:42,3/9/2017 11:49,432,W 45 St & 6 Ave,W 37 St & 10 Ave,Subscriber,Male,1957
3438685,4/28/2017 17:13,4/28/2017 17:21,433,Duffield St & Willoughby St,Atlantic Ave & Fort Greene Pl,Subscriber,Male,1971
2293054,4/2/2017 16:02,4/2/2017 16:33,1893,Suffolk St & Stanton St,E 35 St & 3 Ave,Subscriber,Female,1990
6583483,6/27/2017 12:33,6/27/2017 12:42,501,8 Ave & W 33 St,Broadway & W 24 St,Subscriber,Male,1970
6586884,6/27/2017 13:43,6/27/2017 14:44,3639,W 24 St & 7 Ave,E 19 St & 3 Ave,Subscriber,Male,1992
6290395,6/22/2017 11:16,6/22/2017 11:25,557,W 21 St & 6 Ave,Christopher St & Greenwich St,Subscriber,Male,1963
6102180,6/19/2017 6:54,6/19/2017 6:59,288,W 63 St & Broadway,W 55 St & 6 Ave,Subscriber,Female,1991
3378023,4/27/2017 16:59,4/27/2017 17:23,1423,W 33 St & 7 Ave,E 9 St & Avenue C,Subscriber,Female,1960
5587073,6/9/2017 17:44,6/9/2017 17:51,410,Mercer St & Spring St,Liberty St & Broadway,Subscriber,Male,1968
100575,1/5/2017 21:44,1/5/2017 21:50,371,Cambridge Pl & Gates Ave,Fulton St & Washington Ave,Subscriber,Male,1992
3671123,5/2/2017 19:47,5/2/2017 19:56,582,E 31 St & 3 Ave,St Marks Pl & 2 Ave,Subscriber,Male,1974
2937715,4/17/2017 12:35,4/17/2017 12:40,311,W 26 St & 8 Ave,W 22 St & 10 Ave,Subscriber,Male,1983
6023557,6/17/2017 10:49,6/17/2017 11:12,1379,Christopher St & Greenwich St,Allen St & Hester St,Subscriber,Female,1983
3982322,5/9/2017 15:55,5/9/2017 16:21,1576,Jay St & Tech Pl,E 47 St & Park Ave,Subscriber,Male,1970
2377587,4/4/2017 19:22,4/4/2017 19:34,682,W 38 St & 8 Ave,8 Ave & W 52 St,Subscriber,Female,1990
2668509,4/11/2017 21:00,4/11/2017 21:05,312,W 25 St & 6 Ave,Broadway & W 32 St,Customer,,
4498042,5/19/2017 12:52,5/19/2017 13:14,1324,E 67 St & Park Ave,W 44 St & 5 Ave,Subscriber,Female,1952
5593686,6/9/2017 18:48,6/9/2017 18:55,408,W 20 St & 7 Ave,E 24 St & Park Ave S,Subscriber,Male,1980
559261,1/25/2017 20:24,1/25/2017 20:26,114,Lafayette Ave & St James Pl,Cambridge Pl & Gates Ave,Subscriber,Male,1982
6635055,6/28/2017 8:25,6/28/2017 8:44,1112,S 4 St & Wythe Ave,S Portland Ave & Hanson Pl,Subscriber,Male,1982
4606460,5/21/2017 14:01,5/21/2017 15:06,3921,5 Ave & E 103 St,West St & Chambers St,Subscriber,Male,1958
3511581,4/29/2017 20:06,4/29/2017 20:13,445,Kent Ave & N 7 St,Metropolitan Ave & Bedford Ave,Customer,,
2489379,4/8/2017 10:34,4/8/2017 11:00,1536,Court St & Nelson St,Clinton St & 4 Place,Subscriber,Male,1979
5523375,6/8/2017 18:14,6/8/2017 18:22,462,W 16 St & The High Line,W 37 St & 10 Ave,Subscriber,Male,1985
680220,1/30/2017 9:34,1/30/2017 9:54,1223,E 7 St & Avenue A,Pearl St & Hanover Square,Subscriber,Male,1970
626579,1/27/2017 21:21,1/27/2017 21:40,1175,W 43 St & 10 Ave,3 Ave & E 62 St,Subscriber,Female,1984
5212941,6/2/2017 20:22,6/2/2017 20:29,426,Lispenard St & Broadway,Peck Slip & Front St,Subscriber,Male,1950
891043,2/6/2017 18:23,2/6/2017 18:34,655,W 52 St & 5 Ave,6 Ave & W 33 St,Subscriber,Male,1992
4713535,5/23/2017 19:17,5/23/2017 19:26,489,8 Ave & W 33 St,W 18 St & 6 Ave,Subscriber,Male,1966
3443222,4/28/2017 17:54,4/28/2017 18:14,1188,Broadway & W 32 St,Division St & Bowery,Subscriber,Male,1988
2663697,4/11/2017 19:23,4/11/2017 19:44,1259,Franklin St & W Broadway,Fulton St & Adams St,Customer,Female,1991
1362852,2/24/2017 16:05,2/24/2017 16:21,939,Murray St & West St,8 Ave & W 31 St,Subscriber,Male,1972
802571,2/3/2017 8:45,2/3/2017 8:58,744,E 40 St & 5 Ave,11 Ave & W 27 St,Subscriber,Male,1971
682761,1/30/2017 11:41,1/30/2017 11:56,880,Forsyth St & Broome St,Metropolitan Ave & Bedford Ave,Subscriber,,1985
4398596,5/17/2017 19:15,5/17/2017 19:40,1448,11 Ave & W 27 St,Bus Slip & State St,Subscriber,Male,1969
5363559,6/5/2017 19:34,6/5/2017 19:44,636,Washington Ave & Park Ave,Schermerhorn St & 3 Ave,Subscriber,Male,1985
4482529,5/19/2017 8:22,5/19/2017 8:55,1949,E 88 St & 1 Ave,Broadway & E 22 St,Subscriber,Male,1986
4030085,5/10/2017 12:25,5/10/2017 12:40,896,E 48 St & 5 Ave,W Broadway & Spring St,Subscriber,Male,1986
849857,2/5/2017 11:42,2/5/2017 11:48,391,Columbus Ave & W 95 St,Columbus Ave & W 72 St,Subscriber,,1977
5952490,6/15/2017 20:30,6/15/2017 20:36,349,Forsyth St & Canal St,Howard St & Centre St,Subscriber,Male,1994
23309,1/2/2017 19:10,1/2/2017 19:13,175,Nassau Ave & Russell St,Norman Ave & Leonard St,Subscriber,,1968
2685312,4/12/2017 9:35,4/12/2017 10:08,1974,Kent Ave & N 7 St,6 Ave & W 33 St,Subscriber,Male,1982
3605775,5/1/2017 18:50,5/1/2017 18:57,412,Madison Ave & E 82 St,E 78 St & 2 Ave,Customer,,
3550,1/1/2017 11:46,1/1/2017 11:54,494,St Marks Pl & 1 Ave,Allen St & Stanton St,Subscriber,Male,1956
5234096,6/3/2017 12:33,6/3/2017 13:04,1886,Mercer St & Bleecker St,John St & William St,Subscriber,Female,1981
5816103,6/13/2017 18:18,6/13/2017 18:19,65,Graham Ave & Herbert St,Graham Ave & Herbert St,Subscriber,Male,1974
2159334,3/29/2017 7:22,3/29/2017 7:39,1046,W 82 St & Central Park West,8 Ave & W 31 St,Subscriber,Female,1971
6218463,6/21/2017 9:27,6/21/2017 9:30,200,Driggs Ave & Lorimer St,N 12 St & Bedford Ave,Subscriber,Male,1963
3089318,4/20/2017 14:37,4/20/2017 14:56,1115,W 13 St & 6 Ave,W 49 St & 8 Ave,Subscriber,Male,1944
426740,1/20/2017 7:57,1/20/2017 8:39,2526,10 St & 5 Ave,W 13 St & 5 Ave,Subscriber,Female,1984
3349291,4/27/2017 7:24,4/27/2017 7:44,1154,W 92 St & Broadway,W 43 St & 10 Ave,Subscriber,Male,1953
1594109,3/2/2017 22:44,3/2/2017 23:00,914,Allen St & Stanton St,MacDougal St & Prince St,Subscriber,Female,1972
5060714,5/31/2017 17:21,5/31/2017 17:53,1915,W 39 St & 9 Ave,Amsterdam Ave & W 82 St,Subscriber,Female,1972
4231563,5/15/2017 8:11,5/15/2017 8:13,154,Mercer St & Bleecker St,Washington Pl & Broadway,Subscriber,Male,1963
1683838,3/6/2017 18:52,3/6/2017 19:16,1403,Broadway & W 58 St,W 11 St & 6 Ave,Subscriber,Male,1977
6046261,6/17/2017 20:49,6/17/2017 20:58,486,8 Ave & W 16 St,Broadway & E 22 St,Subscriber,Male,1982
4098010,5/11/2017 15:56,5/11/2017 16:30,2024,Jackson Ave & 46 Rd,Monroe St & Bedford Ave,Subscriber,Male,1983
